imagen,circularidad,compacidad,aspect_ratio,media_intensidad,std_intensidad,entropia,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu_7,H_0,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,H_10,H_11,H_12,H_13,H_14,H_15,S_0,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,S_11,S_12,S_13,S_14,S_15,V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12,V_13,V_14,V_15,clase
dataset\Entrenamiento\Class_2\WIN_20260702_19_15_53_Pro.jpg,0.7820260806614887,16.068991717546385,0.9495798239531107,170.95292535305984,62.6353520903697,6.922053813934326,0.16303734610468845,0.00048259990916713004,0.00013180396224170634,3.3052189590558224e-06,6.897081973213774e-11,7.225466539905732e-08,1.4743131038633028e-12,0.28052645921707153,0.3289461135864258,0.3317321538925171,0.001921414164826274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031703333370387554,0.05370352417230606,0.0,0.004227111116051674,0.014026323333382607,0.031607262790203094,0.04131040349602699,0.04870785027742386,0.10241137444972992,0.22490152716636658,0.05207032337784767,0.022768758237361908,0.022288404405117035,0.017580939456820488,0.02007877826690674,0.023153040558099747,0.03900470584630966,0.3358632028102875,0.0,0.0,0.0,0.0,0.0,0.000960707082413137,0.0060524544678628445,0.010183495469391346,0.017580939456820488,0.023345181718468666,0.01450667716562748,0.006628878880292177,0.00941492896527052,0.012777403928339481,0.03208761662244797,0.8664616942405701,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_15_53_Pro_detecciones_svm.jpg,0.49544827120954826,25.363638029357528,1.1249999912109376,160.42847426887326,53.094786375667354,6.594974517822266,0.17935556344521714,0.003221783576502492,5.438978539852861e-05,2.911285744400582e-06,2.2637093935777327e-11,2.851133776753686e-09,2.8803154565958747e-11,0.18642787635326385,0.21060983836650848,0.21272575855255127,0.031360991299152374,0.07247033715248108,0.2498299777507782,0.0009068238432519138,0.0005289805703796446,0.0,0.00037784327287226915,0.0006045492482371628,0.0006045492482371628,0.00022670596081297845,0.0,0.0010579611407592893,0.03226781636476517,0.004685256630182266,0.006801178678870201,0.01934557594358921,0.035441700369119644,0.040958210825920105,0.03906899318099022,0.084032341837883,0.12748432159423828,0.05660092085599899,0.03717977926135063,0.029698481783270836,0.031134285032749176,0.03733091428875923,0.05388044938445091,0.09007783234119415,0.3062797486782074,0.0,0.0,0.0,0.0001511373120592907,0.00037784327287226915,0.002342628315091133,0.006347767077386379,0.008992670103907585,0.04488778114318848,0.05675205960869789,0.03891785815358162,0.02493765577673912,0.03181440383195877,0.06340210139751434,0.11017909646034241,0.6108970046043396,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_15_58_Pro.jpg,0.8489463237904834,14.802314658585615,0.9649122722376117,173.78232176782322,65.60017205153913,6.855159282684326,0.15971704732584024,5.248389366617949e-05,1.24406951516862e-05,5.1284597831975646e-08,-3.747793675394807e-14,-3.714449537667502e-10,1.653652404666653e-14,0.2900709807872772,0.25617438554763794,0.38806119561195374,0.000999900046736002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003099689958617091,0.06159384176135063,0.0,0.004799520131200552,0.014598540030419827,0.04419558122754097,0.050794921815395355,0.08489151298999786,0.14618538320064545,0.1671832799911499,0.03999600186944008,0.021297870203852654,0.02109789103269577,0.017098290845751762,0.01969802938401699,0.024297570809721947,0.04049595072865486,0.3033696711063385,0.0,0.0,0.0,0.0,0.0,0.0002999700082000345,0.005999400280416012,0.015698431059718132,0.021197879686951637,0.023197680711746216,0.012298770248889923,0.01039895974099636,0.010698930360376835,0.012598739936947823,0.03409659117460251,0.8535146713256836,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_16_03_Pro.jpg,0.45981412798073457,27.329239899834157,1.025641016874863,163.89120795933817,68.3028315550937,6.757844924926758,0.1786346243557812,0.0016129470775136262,0.0006253787186279063,2.6038819743809424e-05,1.2308827518177452e-09,1.7736318987403514e-07,3.0864042827115705e-09,0.34551745653152466,0.232724130153656,0.3031253516674042,0.006380447652190924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012544608674943447,0.09970801323652267,0.0,0.031685952097177505,0.06499405205249786,0.07278036326169968,0.06456147879362106,0.06239861622452736,0.07970152795314789,0.07959338277578354,0.036876823753118515,0.023899642750620842,0.02227749489247799,0.020979776978492737,0.021628636866807938,0.027576511725783348,0.04109440743923187,0.3499513268470764,0.0,0.0,0.0,0.0,0.0,0.00021628636750392616,0.006813020445406437,0.015031902119517326,0.020006489008665085,0.024007786065340042,0.01665404997766018,0.007894452661275864,0.010165459476411343,0.01762733794748783,0.04163512587547302,0.8399481177330017,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_16_08_Pro.jpg,0.7529744442294013,16.688973589167855,0.9430894232269152,171.55523672883788,63.500308860087856,6.8584794998168945,0.16781293868061944,0.001206027679614462,0.00034307406823532935,1.8093744753949044e-05,1.417020720562188e-09,6.277686978912738e-07,-1.5583391513846242e-10,0.27718794345855713,0.29641321301460266,0.3633668124675751,0.0004782400792464614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001912960287882015,0.007269249297678471,0.05509325861930847,0.0,0.0052606407552957535,0.017886178568005562,0.031085604801774025,0.0396939255297184,0.06637972593307495,0.12271640449762344,0.17608799040317535,0.050119560211896896,0.021903395652770996,0.01941654644906521,0.01922525092959404,0.017599234357476234,0.022381635382771492,0.04543280601501465,0.3448110818862915,0.0,0.0,0.0,0.0,0.0,0.0008608321659266949,0.004399808589369059,0.009277857840061188,0.016164515167474747,0.020851267501711845,0.01195600163191557,0.0074605452828109264,0.009947394020855427,0.012816834263503551,0.03232903033494949,0.8739359378814697,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_16_13_Pro.jpg,0.7320377976967156,17.166286566918632,0.9759999921920001,169.53763135472877,65.6030147335596,6.750860214233398,0.17222998223083047,0.0021733500838180594,0.0005305703619159583,4.0566251009268754e-05,5.924045980641977e-09,1.8873699406743159e-06,-5.699001583946068e-10,0.3023762106895447,0.27066174149513245,0.3642904460430145,0.0006626905524171889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006626905407756567,0.05538199469447136,0.0,0.006153554655611515,0.02007005549967289,0.03436523675918579,0.0564233660697937,0.07677742838859558,0.11691754311323166,0.14673861861228943,0.03900407254695892,0.020543405786156654,0.01912335492670536,0.017040614038705826,0.01713528297841549,0.02593960054218769,0.051311179995536804,0.3524566888809204,0.0,0.0,0.0,0.0,0.0,0.0003786802990362048,0.005490864161401987,0.009182997047901154,0.01457919180393219,0.01874467544257641,0.014863201417028904,0.008993657305836678,0.008709646761417389,0.01590457186102867,0.031241124495863914,0.8719114065170288,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_16_19_Pro.jpg,0.7222519262586117,17.39887448717915,0.953124992553711,167.10500280007466,65.74275365110739,6.788293838500977,0.1740369168146243,0.002431756901867115,0.0006068134311036506,5.378144533398546e-05,9.65246269685744e-09,2.6292820126181997e-06,-1.107134507617303e-09,0.32116857171058655,0.26675379276275635,0.3416091203689575,0.0014000373193994164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002800074580591172,0.011386970058083534,0.05740153044462204,0.0,0.0050401343032717705,0.01988052949309349,0.04144110530614853,0.061228297650814056,0.07989546656608582,0.09492252767086029,0.14093708992004395,0.04853462800383568,0.023987306281924248,0.018480492755770683,0.018013814464211464,0.01745379902422428,0.026320701465010643,0.04778794199228287,0.3560761511325836,0.0,0.0,0.0,0.0,0.0,0.0002800074580591172,0.0052268062718212605,0.009520254097878933,0.016147097572684288,0.02230726182460785,0.013440358452498913,0.007933544926345348,0.010080268606543541,0.016520440578460693,0.03192085027694702,0.8666231036186218,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_16_24_Pro.jpg,0.6032309863018759,20.831772402932085,1.0166666581944446,171.30282452514516,66.28013514043585,6.746920108795166,0.17303636740350536,0.0024350561712559718,0.000516912133459466,3.344308266729979e-05,4.3517006599566675e-09,1.5992391221142477e-06,6.303340692376997e-10,0.32349178194999695,0.25115638971328735,0.35341009497642517,0.004035036079585552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00039366204873658717,0.011908276937901974,0.05560476332902908,0.0,0.02145458199083805,0.04123609885573387,0.057769905775785446,0.07322113960981369,0.0858183279633522,0.10855230689048767,0.08749138563871384,0.04487747326493263,0.024210214614868164,0.019387856125831604,0.01810845360159874,0.01978151686489582,0.022832399234175682,0.04330282285809517,0.33195552229881287,0.0,0.0,0.0,0.0,0.0,0.0008857395732775331,0.004723944701254368,0.009743135422468185,0.017616376280784607,0.018010038882493973,0.012400354258716106,0.008857395499944687,0.009447889402508736,0.013778171502053738,0.03326444327831268,0.8712725043296814,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_16_29_Pro.jpg,0.744392928376807,16.88136753331068,0.9527558980097961,171.3852317217518,65.210601667543,6.803584098815918,0.16829544619695064,0.0012776912305429344,0.00037271177740580484,1.9566515096183414e-05,1.6598470813267431e-09,6.988751696565076e-07,-1.9208271398803284e-10,0.29336246848106384,0.2738777995109558,0.36465445160865784,0.0012746972497552633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004734589718282223,0.062095966190099716,0.0,0.006282436661422253,0.019939906895160675,0.038878265768289566,0.05262678861618042,0.08148957788944244,0.11153601109981537,0.15496677160263062,0.0488026961684227,0.026950741186738014,0.02012200653553009,0.0178457610309124,0.017936810851097107,0.022216152399778366,0.04834744706749916,0.3320586383342743,0.0,0.0,0.0,0.0,0.0,0.00036419922253116965,0.006282436661422253,0.011290175840258598,0.016753163188695908,0.018392059952020645,0.014659018255770206,0.008285531774163246,0.009742328897118568,0.014659018255770206,0.030501684173941612,0.8690704107284546,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_16_34_Pro.jpg,0.8458679287386607,14.856185210578053,0.9826086871077506,172.22365214000195,68.46045759323047,6.673666000366211,0.15988779158264063,5.681014588323237e-05,2.3245666311122852e-05,9.444782130699626e-08,-1.1066810899943647e-13,-6.679048434435717e-10,8.565810305869305e-14,0.30778980255126953,0.21906989812850952,0.39134249091148376,0.0011699327733367682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00029248319333419204,0.014039192348718643,0.06629619002342224,0.0,0.008092034608125687,0.03860777989029884,0.0491371750831604,0.07526567578315735,0.08043287694454193,0.1567709892988205,0.09807936102151871,0.041922587901353836,0.02330115996301174,0.018816418945789337,0.016476552933454514,0.02213122695684433,0.023886127397418022,0.035195477306842804,0.3118845522403717,0.0,0.0,0.0,0.0,0.0,0.0,0.006824607495218515,0.013844204135239124,0.018231451511383057,0.028663352131843567,0.011894316412508488,0.009066978469491005,0.00877449568361044,0.018231451511383057,0.03812030702829361,0.8463488221168518,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_16_39_Pro.jpg,0.8377087610764354,15.000882403228635,0.9572649490832056,167.9678279078622,67.13379069030252,6.765707969665527,0.1601403349884038,5.720280412822213e-05,3.2468734422695085e-05,1.9748296302603858e-07,-2.3197435739921546e-13,-1.1535889183816897e-09,4.4300527924045694e-13,0.3117266297340393,0.23729297518730164,0.3661717176437378,9.518370643490925e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005806205794215202,0.07890728861093521,0.0,0.0039025319274514914,0.01446792297065258,0.03521797060966492,0.044926706701517105,0.06006091833114624,0.13735008239746094,0.18227680027484894,0.042547114193439484,0.022463353350758553,0.01760898530483246,0.018560823053121567,0.019227107986807823,0.027127355337142944,0.0447363406419754,0.32952597737312317,0.0,0.0,0.0,0.0,0.0,0.0,0.00447363406419754,0.016276413574814796,0.020559679716825485,0.025318864732980728,0.017418617382645607,0.009803921915590763,0.010279839858412743,0.014753473922610283,0.033219113945961,0.8478964567184448,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_16_44_Pro.jpg,0.8205193333762683,15.315142619890285,1.008849548594252,174.35002917720288,64.71170128886133,6.817480564117432,0.16109827662976198,0.00019561462640535542,7.302387017260159e-05,7.622051183897639e-07,5.2940082218827195e-12,9.36235121752178e-09,2.0758227491219154e-12,0.3054853081703186,0.25948259234428406,0.3751215636730194,0.0010698307305574417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008558645844459534,0.05028204619884491,0.0,0.006905271206051111,0.024119820445775986,0.04609997943043709,0.06078583747148514,0.07624975591897964,0.15784867107868195,0.1246839165687561,0.05076833441853523,0.02236918918788433,0.020424041897058487,0.02052129991352558,0.018965180963277817,0.023925306275486946,0.03686053305864334,0.30947285890579224,0.0,0.0,0.0,0.0,0.0,0.0004862867062911391,0.004862867295742035,0.010795565322041512,0.0174090638756752,0.01760357990860939,0.016825519502162933,0.008753160946071148,0.010601050220429897,0.017506321892142296,0.031122349202632904,0.8640342354774475,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_16_50_Pro.jpg,0.7770724279420249,16.17142773460268,0.9829059745050771,175.2073568673984,64.5364336474926,6.796883583068848,0.16533411348431737,0.0009262098472672051,0.000222804096787396,7.423163635072906e-06,3.018822121511023e-10,2.2137697712460496e-07,1.7875479307814561e-12,0.28844061493873596,0.27795904874801636,0.3719964325428009,0.0013843567576259375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.888262866297737e-05,0.009393849410116673,0.05072678625583649,0.0,0.01038267556577921,0.037179868668317795,0.06635024398565292,0.06565806269645691,0.07871057093143463,0.12844853103160858,0.10975971817970276,0.043112825602293015,0.02788490056991577,0.02056758664548397,0.01779887266457081,0.0183921679854393,0.022248590365052223,0.04301394149661064,0.3104914426803589,0.0,0.0,0.0,0.0,9.888262866297737e-05,0.0007910610293038189,0.0038564223796129227,0.010481558740139008,0.016612282022833824,0.019282111898064613,0.01176703255623579,0.008701670914888382,0.008998318575322628,0.013744684867560863,0.03628992289304733,0.8693760633468628,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_16_55_Pro.jpg,0.7120164766326809,17.64898850722925,0.9268292607574857,173.60684506496025,64.90545080937443,6.814852237701416,0.16758578216908265,0.0012951115177269167,0.00026217588871886685,1.5053478768095567e-05,9.404264549330772e-10,5.408096190587985e-07,-9.969733482214236e-11,0.2919332981109619,0.273996502161026,0.36765560507774353,0.0010665114969015121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019391118257772177,0.008532091975212097,0.05662206560373306,0.0,0.007465580943971872,0.0321892574429512,0.07601318508386612,0.0890052393078804,0.07320147007703781,0.08677525818347931,0.1319565623998642,0.044017840176820755,0.02152414247393608,0.018518518656492233,0.01745200715959072,0.018324607983231544,0.022590653970837593,0.04421175271272659,0.31675392389297485,0.0,0.0,0.0,0.0,0.0,0.000581733591388911,0.004847779870033264,0.010374248959124088,0.018227651715278625,0.01880938559770584,0.0114407604560256,0.009986426681280136,0.010665114969015121,0.015609851107001305,0.0321892574429512,0.8672677874565125,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_17_00_Pro.jpg,0.7324029733957829,17.15772746631682,0.8897637725215451,171.06475099504902,67.27786570321533,6.747881889343262,0.16931784475963166,0.0016667137741215568,0.0003469591376405061,2.077283067042296e-05,1.7471592279667496e-09,8.458104844543181e-07,-2.397296813731477e-10,0.3342393934726715,0.2349286526441574,0.36598387360572815,0.0013590913731604815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.707795106805861e-05,0.009125327691435814,0.05426657572388649,0.0,0.014270459301769733,0.05669352412223816,0.09698087722063065,0.06300359219312668,0.07387632131576538,0.0879526287317276,0.10144646465778351,0.0377633236348629,0.020871760323643684,0.016891563311219215,0.01795942150056362,0.018347732722759247,0.02135714888572693,0.04921852424740791,0.3233666718006134,0.0,0.0,0.0,0.0,0.0,0.00048538975534029305,0.0051451316103339195,0.01096980832517147,0.01970682479441166,0.019803902134299278,0.012717211619019508,0.00941656157374382,0.009901951067149639,0.013202602043747902,0.034074362367391586,0.8645762801170349,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_17_05_Pro.jpg,0.7774568325372132,16.163431958061533,0.8749999931640625,168.86700222630915,67.68124175169008,6.754246234893799,0.16460311152431426,0.0008122223484847992,0.00017085975989501352,5.8922407717481875e-06,1.8338011043609897e-10,1.671258811204497e-07,-3.639336070989486e-11,0.34836897253990173,0.22669635713100433,0.3461426794528961,0.0005807763081975281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019359210273250937,0.011712322011590004,0.06630529463291168,0.0,0.00474300654605031,0.019068822264671326,0.0746297538280487,0.10831478238105774,0.09766721725463867,0.09834478795528412,0.09844158589839935,0.04162230342626572,0.02235988713800907,0.019939986988902092,0.017713677138090134,0.016552124172449112,0.02255347929894924,0.042493466287851334,0.3155551254749298,0.0,0.0,0.0,0.0,9.679605136625469e-05,0.0012583486968651414,0.007066111546009779,0.01219630241394043,0.02536056563258171,0.02439260482788086,0.013164263218641281,0.007066111546009779,0.009195624850690365,0.013551447540521622,0.03658890724182129,0.850062906742096,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_17_10_Pro.jpg,0.7840390281000216,16.0277360726281,0.895999992832,172.32156516622535,67.42661198014119,6.767229080200195,0.16382792892723577,0.000660362834584369,0.0001392612414499349,4.031612830939365e-06,9.42141045493458e-11,1.036016435010499e-07,-1.5792835726199883e-11,0.3341178894042969,0.23153868317604065,0.36932429671287537,0.0011768167605623603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.806805610423908e-05,0.0056879473850131035,0.058056291192770004,0.0,0.005982151720672846,0.048053350299596786,0.09895066916942596,0.10238305479288101,0.0737471804022789,0.11003236472606659,0.07296263426542282,0.03530450165271759,0.024517014622688293,0.019907815381884575,0.01471020933240652,0.018632931634783745,0.020888496190309525,0.04383642226457596,0.31009119749069214,0.0,0.0,0.0,0.0,0.0,0.0010787486098706722,0.006962832063436508,0.011572031304240227,0.024124743416905403,0.023242130875587463,0.011964303441345692,0.007158968131989241,0.009708737954497337,0.012944984249770641,0.03363734483718872,0.8576051592826843,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_17_16_Pro.jpg,0.4147285863600927,30.30022772999572,0.9180327793603871,165.21487603305786,67.95330254159256,6.809933662414551,0.18204501914068494,0.00211014024326642,0.00014241691164737407,4.86990198975703e-05,-1.6768354688030912e-09,-2.127883858220485e-06,-3.6927724748617246e-09,0.36318352818489075,0.23095211386680603,0.3212951421737671,0.0052077434957027435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008943733759224415,0.07041775435209274,0.0,0.03181252256035805,0.06883278489112854,0.08128608763217926,0.06860636174678802,0.091814786195755,0.06554964184761047,0.05547379329800606,0.03849202021956444,0.02547265961766243,0.019812067970633507,0.019812067970633507,0.021170610561966896,0.02501981146633625,0.04211479797959328,0.3447299897670746,0.0,0.0,0.0,0.0,0.0,0.0014717536978423595,0.006226649973541498,0.015962867066264153,0.029661497101187706,0.02456696517765522,0.016415713354945183,0.007811615709215403,0.010415486991405487,0.0140382656827569,0.03928450122475624,0.8341447114944458,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_17_21_Pro.jpg,0.3756560991304196,33.451794451729754,0.9565217308128545,156.0105011298684,66.51992729369258,6.869477272033691,0.1887806041181064,0.002711399754615995,0.0005223550380862058,0.00012353264060111792,-8.257361898073834e-09,-5.371203797372545e-06,-3.0274277889646145e-08,0.4141964614391327,0.2245115041732788,0.24857105314731598,0.004918250720947981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012495015747845173,0.09530772268772125,0.0,0.03216801956295967,0.07058354467153549,0.07443838566541672,0.06420311331748962,0.05277150124311447,0.05104346573352814,0.05955071002244949,0.042934998869895935,0.030439984053373337,0.02326199598610401,0.018875448033213615,0.022996144369244576,0.028579024598002434,0.06048119068145752,0.36767247319221497,0.0,0.0,0.0,0.0,0.0001329256920143962,0.0010634055361151695,0.009836501441895962,0.018343746662139893,0.027249766513705254,0.03216801956295967,0.01515352912247181,0.008374318480491638,0.012096238322556019,0.019673002883791924,0.04240329563617706,0.813505232334137,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_17_26_Pro.jpg,0.39035134192608034,32.192461669645894,0.9646017613752057,157.64187218244498,66.20827861445228,6.8559441566467285,0.18650139643642272,0.002441114910020818,0.0004550674122475531,0.00011634000419815399,-3.666812030063767e-09,-4.295070243523268e-06,-2.6516629690824692e-08,0.3956510126590729,0.2313709855079651,0.25152480602264404,0.004508087877184153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000132590823341161,0.015778308734297752,0.10103420913219452,0.0,0.0346062034368515,0.07319013774394989,0.08313445001840591,0.06032882630825043,0.05515778437256813,0.05118005722761154,0.06298064440488815,0.04295942559838295,0.029302572831511497,0.021744895726442337,0.01949085108935833,0.022275257855653763,0.02890479937195778,0.05449482798576355,0.36024928092956543,0.0,0.0,0.0,0.0,0.0,0.001723680761642754,0.008750994689762592,0.017104215919971466,0.024264121428132057,0.030230708420276642,0.022805621847510338,0.00954653974622488,0.0120657654479146,0.01591089926660061,0.04574383422732353,0.8118536472320557,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_17_31_Pro.jpg,0.4216220427726407,29.804823604825753,0.9396551643133175,161.11172396100565,69.55649070159545,6.863335609436035,0.18282587034829234,0.0013043026926581628,0.0003141451059773759,9.671309505756307e-05,2.0186024522680296e-09,-1.827333089008724e-06,-1.6736201017680194e-08,0.40379682183265686,0.1895844042301178,0.2960492670536041,0.00359158543869853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015520780347287655,0.09145715832710266,0.0,0.039763983339071274,0.08222164958715439,0.07978450506925583,0.08388917148113251,0.06516162306070328,0.051821447908878326,0.05951770022511482,0.03335043787956238,0.028347870334982872,0.019625449553132057,0.019497178494930267,0.021421242505311966,0.03258081153035164,0.054771676659584045,0.32824525237083435,0.0,0.0,0.0,0.0,0.0,0.0011544381268322468,0.010518214665353298,0.01859928108751774,0.024243202060461044,0.03514622896909714,0.01590559259057045,0.010261672548949718,0.010774755850434303,0.018984094262123108,0.05041046813130379,0.804002046585083,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_17_36_Pro.jpg,0.5367226921160663,23.413153193611794,0.965517233055886,174.9034027425089,73.3241972412065,6.556173801422119,0.16467066952073361,0.0003137752894056301,7.771743260686786e-05,5.032018258879461e-06,-9.94622576112826e-11,-8.738814356509949e-08,-3.1247889378891306e-12,0.3377348780632019,0.14200101792812347,0.4261046350002289,0.0014220416778698564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009649568237364292,0.08308786153793335,0.0,0.02884713001549244,0.11457592993974686,0.14738446474075317,0.08217369019985199,0.07821229100227356,0.06124936416745186,0.05149822309613228,0.027628237381577492,0.021635347977280617,0.018384966999292374,0.017470797523856163,0.01950228586792946,0.028745556250214577,0.040121890604496,0.2625698447227478,0.0,0.0,0.0,0.0,0.0,0.0006094464333727956,0.00975114293396473,0.021229051053524017,0.03301168233156204,0.027831386774778366,0.015845606103539467,0.009344845078885555,0.010259014554321766,0.017877094447612762,0.03504316881299019,0.8191975355148315,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_17_42_Pro.jpg,0.5973245524776971,21.037760060034046,0.9491525343292159,169.19572099115817,73.43256845759016,6.728547096252441,0.1669137858913283,0.0005804992582620545,0.0001424473724733468,9.167842349086588e-06,-3.1346635460286676e-10,-2.1085441733350233e-07,-1.0724651599335983e-10,0.35683876276016235,0.13841283321380615,0.3696103096008301,0.007531928829848766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003274751652497798,0.016155442222952843,0.11112324148416519,0.0,0.049012117087841034,0.1283702701330185,0.0963868573307991,0.08132299780845642,0.07084379345178604,0.06003711372613907,0.056653205305337906,0.03372994065284729,0.021940836682915688,0.01888440176844597,0.01921187713742256,0.019321035593748093,0.03285667672753334,0.04333588108420372,0.2680929899215698,0.0,0.0,0.0,0.0,0.00021831678168382496,0.0006549503304995596,0.010697522200644016,0.02652548812329769,0.04006112739443779,0.035476475954055786,0.01779281720519066,0.010260888375341892,0.012553215026855469,0.016264600679278374,0.045082416385412216,0.7844122052192688,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_17_47_Pro.jpg,0.8412702969787409,14.93737584481812,0.965517233055886,178.05019267822735,73.4584889591091,6.552506446838379,0.15993539790051142,7.03138371680432e-05,2.0264674821899784e-05,1.0101757800059806e-07,-1.3936028911072001e-13,-7.348670053640728e-10,-3.8318763290343945e-14,0.31175336241722107,0.14499036967754364,0.44759151339530945,0.0035645472817122936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00982658937573433,0.08227360248565674,0.0,0.016859345138072968,0.08930636197328568,0.17100192606449127,0.10684007406234741,0.08256261795759201,0.07225433737039566,0.0546242780983448,0.027842003852128983,0.02196531742811203,0.016570327803492546,0.017533719539642334,0.015799615532159805,0.025626204907894135,0.034682080149650574,0.24653178453445435,0.0,0.0,0.0,0.0,0.0,0.0005780346691608429,0.010693641379475594,0.02475915290415287,0.04200385510921478,0.028709055855870247,0.014836223796010017,0.01011560671031475,0.008285163901746273,0.014547206461429596,0.03362235054373741,0.8118497133255005,Circulo
dataset\Entrenamiento\Class_2\WIN_20260702_19_17_52_Pro.jpg,0.8403157723322797,14.954343387079744,0.974137922636742,176.32897943269325,72.6800748720127,6.533293724060059,0.15969514559353998,4.264007168310581e-05,1.6150340428037844e-05,4.7420971689145806e-08,-3.8724903035206173e-14,-2.877789137089156e-10,-1.492043328405968e-14,0.3299541771411896,0.14436104893684387,0.44136855006217957,0.0018520323792472482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009260161779820919,0.07320401817560196,0.0,0.010722292587161064,0.06053221598267555,0.1451408565044403,0.14309386909008026,0.0853884369134903,0.07632322609424591,0.058485232293605804,0.033921435475349426,0.02124963514506817,0.01793547160923481,0.013938980177044868,0.018812749534845352,0.023004190996289253,0.0333365835249424,0.2581148147583008,0.0,0.0,0.0,0.0,0.0,0.0008772785076871514,0.009650063700973988,0.021152159199118614,0.032654255628585815,0.031582023948431015,0.014816259033977985,0.00760308001190424,0.009845013730227947,0.016570815816521645,0.0322643518447876,0.8229846954345703,Circulo
